Prix,Pièces,Bains,Surface,Gouvernorat
250,2,1,70,Tunis
550,3,1,90,Tunis
800,3,1,80,Tunis
250,1,1,50,Tunis
450,2,1,60,Tunis
550,2,1,60,Tunis
600,3,1,101,Tunis
650,3,1,100,Tunis
950,3,1,120,Tunis
2300,3,2,95,Tunis
800,2,1,70,Tunis
1000,4,1,120,Tunis
700,3,1,90,Tunis
700,3,1,100,Tunis
570,2,1,60,Tunis
800,3,1,100,Tunis
850,3,1,90,Tunis
750,3,1,100,Tunis
450,2,1,60,Tunis
900,2,1,70,Tunis
400,3,1,90,Tunis
650,4,1,120,Tunis
400,3,1,90,Tunis
550,3,1,90,Tunis
1300,3,1,90,Tunis
850,2,1,60,Tunis
720,2,1,60,Tunis
450,1,1,40,Tunis
650,3,1,80,Tunis
750,3,1,100,Tunis
500,2,1,70,Tunis
520,3,1,70,Tunis
270,2,1,60,Tunis
550,1,1,70,Tunis
750,3,1,90,Tunis
600,2,1,70,Tunis
850,3,1,90,Tunis
600,4,2,120,Tunis
400,3,1,90,Tunis
850,4,1,140,Tunis
490,2,1,60,Tunis
550,4,1,140,Tunis
850,2,1,70,Tunis
680,2,1,60,Tunis
850,3,1,100,Tunis
700,3,1,100,Tunis
400,2,1,40,Tunis
1000,3,1,100,Tunis
500,2,1,70,Tunis
450,3,1,90,Tunis
450,2,1,60,Tunis
550,3,1,70,Tunis
530,3,1,100,Tunis
650,3,1,100,Tunis
320,2,1,60,Tunis
1000,3,1,90,Tunis
520,3,1,90,Tunis
700,3,1,130,Tunis
600,2,1,70,Tunis
750,3,1,90,Tunis
400,2,1,60,Tunis
600,2,1,60,Tunis
350,3,1,90,Tunis
300,2,1,60,Tunis
300,3,1,90,Tunis
300,3,1,90,Tunis
250,2,1,70,Tunis
400,2,1,70,Tunis
550,3,1,100,Tunis
600,2,1,70,Tunis
330,1,1,50,Tunis
400,2,1,60,Tunis
400,3,1,90,Tunis
650,4,1,120,Tunis
800,3,1,80,Tunis
1000,4,1,122,Tunis
300,1,1,50,Tunis
500,2,1,60,Tunis
400,1,1,50,Tunis
700,3,1,90,Tunis
700,4,1,120,Tunis
850,2,1,70,Tunis
300,1,1,40,Tunis
350,1,1,50,Tunis
750,3,1,100,Tunis
750,3,1,90,Tunis
800,3,1,100,Tunis
400,2,1,60,Tunis
900,3,1,90,Tunis
650,3,1,100,Tunis
690,2,1,60,Tunis
370,1,1,5,Tunis
750,2,1,70,Tunis
450,3,1,90,Tunis
1200,3,1,90,Tunis
450,1,1,40,Tunis
850,2,1,70,Tunis
550,2,1,60,Tunis
950,2,1,60,Tunis
450,2,1,60,Tunis
1100,2,1,70,Tunis
600,2,1,60,Tunis
750,4,1,120,Tunis
780,3,1,100,Tunis
450,1,1,70,Tunis
500,2,1,60,Tunis
450,2,1,60,Tunis
500,2,1,60,Tunis
500,1,1,40,Tunis
450,2,1,60,Tunis
900,5,1,140,Tunis
800,2,1,80,Tunis
850,3,1,90,Tunis
500,3,1,100,Tunis
970,3,1,90,Tunis
1650,2,1,80,Tunis
780,3,1,90,Tunis
650,2,1,90,Tunis
750,3,1,90,Tunis
800,2,1,60,Tunis
550,3,1,100,Tunis
1100,4,1,140,Tunis
750,2,1,70,Tunis
750,2,1,60,Tunis
750,4,2,120,Tunis
850,3,1,110,Tunis
900,4,1,90,Tunis
400,2,1,50,Tunis
350,2,1,70,Tunis
700,3,1,100,Tunis
430,3,1,100,Tunis
550,3,1,90,Tunis
500,2,1,70,Tunis
550,2,1,70,Tunis
450,2,1,50,Tunis
550,3,1,100,Tunis
550,2,1,60,Tunis
450,1,1,40,Tunis
1100,3,1,90,Tunis
380,2,1,60,Tunis
550,2,1,60,Tunis
500,2,1,60,Tunis
550,2,1,27,Tunis
700,3,1,100,Tunis
500,2,1,40,Tunis
500,3,1,90,Tunis
1000,3,1,90,Tunis
1200,3,1,90,Tunis
300,1,1,40,Tunis
470,2,1,60,Tunis
680,3,1,90,Tunis
400,2,1,110,Tunis
250,2,1,60,Tunis
600,2,1,60,Tunis
1150,2,1,60,Tunis
400,2,1,60,Tunis
580,4,1,140,Tunis
1250,3,1,90,Tunis
1200,3,1,90,Tunis
800,3,1,90,Tunis
500,2,1,70,Tunis
280,1,1,50,Tunis
1850,3,1,100,Tunis
600,4,1,120,Tunis
350,2,1,60,Tunis
350,3,1,40,Tunis
630,3,1,90,Tunis
650,1,1,50,Tunis
700,3,1,100,Tunis
750,2,1,70,Tunis
750,2,1,60,Tunis
420,3,1,90,Tunis
420,3,1,90,Tunis
650,5,1,180,Tunis
500,3,1,90,Tunis
1400,4,1,120,Tunis
1300,4,1,110,Tunis
700,2,1,60,Tunis
980,3,1,90,Tunis
400,2,1,70,Tunis
530,2,1,60,Tunis
550,2,1,100,Tunis
550,2,1,60,Tunis
600,3,1,90,Tunis
550,2,1,60,Tunis
450,3,1,120,Tunis
600,2,1,60,Tunis
550,2,1,70,Tunis
450,2,1,70,Tunis
500,3,1,90,Tunis
500,2,1,90,Tunis
400,2,1,70,Tunis
770,3,1,100,Tunis
550,3,1,90,Tunis
400,2,1,60,Tunis
600,4,1,120,Tunis
500,2,1,60,Tunis
350,2,1,100,Tunis
620,2,1,60,Tunis
450,2,1,70,Tunis
380,2,1,60,Tunis
650,3,1,90,Tunis
1300,3,1,100,Tunis
600,2,1,70,Tunis
550,2,1,60,Tunis
1000,3,1,90,Tunis
900,4,1,120,Tunis
700,3,1,100,Tunis
600,3,1,90,Tunis
630,3,1,100,Tunis
380,2,1,60,Tunis
460,2,1,70,Tunis
600,3,1,100,Tunis
900,3,1,90,Tunis
500,3,1,90,Tunis
550,3,1,100,Tunis
600,4,1,120,Tunis
550,4,1,120,Tunis
450,2,1,60,Tunis
1200,4,1,120,Tunis
750,3,1,100,Tunis
1300,2,1,112,Tunis
500,2,1,60,Tunis
500,2,1,70,Tunis
590,4,1,110,Tunis
250,2,1,60,Tunis
1150,3,1,100,Tunis
1300,3,1,100,Tunis
990,2,1,70,Tunis
750,2,1,60,Tunis
800,2,1,70,Tunis
800,2,1,60,Tunis
1000,3,1,90,Tunis
1050,2,1,90,Tunis
900,2,1,65,Tunis
1500,3,1,90,Tunis
1300,3,1,92,Tunis
1100,3,1,90,Tunis
1100,2,1,60,Tunis
850,2,1,70,Tunis
1150,3,1,90,Tunis
1250,3,1,90,Tunis
830,2,1,60,Tunis
1000,2,1,60,Tunis
1300,3,1,90,Tunis
1100,2,1,70,Tunis
400,2,1,60,Tunis
450,3,1,90,Tunis
650,2,1,60,Tunis
1000,4,1,140,Tunis
500,3,1,100,Tunis
550,3,1,90,Tunis
580,2,1,60,Tunis
430,3,1,90,Tunis
450,3,1,100,Tunis
520,3,1,90,Tunis
1200,3,1,90,Tunis
500,2,1,90,Tunis
300,2,1,60,Tunis
550,1,1,40,Tunis
450,2,1,70,Tunis
850,2,1,58,Tunis
450,2,1,60,Tunis
1100,4,1,120,Tunis
730,3,1,90,Tunis
400,2,1,40,Tunis
950,2,1,100,Tunis
950,3,1,100,Tunis
1200,4,2,120,Tunis
500,2,1,60,Tunis
530,3,1,90,Tunis
480,3,1,100,Tunis
380,2,1,60,Tunis
500,3,1,90,Tunis
850,2,1,60,Tunis
260,1,1,50,Tunis
750,3,1,100,Tunis
700,3,1,90,Tunis
300,2,1,70,Tunis
400,1,1,50,Tunis
420,2,1,60,Tunis
750,2,1,70,Tunis
350,2,1,70,Tunis
800,2,1,60,Tunis
350,2,1,60,Tunis
500,2,1,90,Tunis
1000,4,1,120,Tunis
750,4,1,120,Tunis
450,4,1,100,Tunis
900,4,1,140,Tunis
1000,2,1,70,Tunis
950,2,1,60,Tunis
320,2,1,50,Tunis
260,2,1,70,Tunis
